Pi_M,Pi_omega,Pi_geom,Pi_bar,Pi_eta,Pi_rho,Pi_M_aci,Pi_R
0.11011111111111112,0.17342,1.5,0.08,0.0,0.01508,0.1557258677756299,0.7070829829618249
0.11011111111111112,0.17342,1.5,0.08,0.0,0.01508,0.1557258677756299,0.7070829829618249
0.10255555555555555,0.16929561999999998,1.5,0.08,0.013000000000000001,0.01508,0.148919739356676,0.6886632759269468
0.09833333333333333,0.16802513,1.5,0.08,0.017,0.01508,0.14685124594662247,0.6696118422384755
0.08833333333333333,0.16548792,1.5,0.08,0.025,0.01508,0.14275591959769487,0.6187717720026489
0.07955555555555556,0.1635803,1.5,0.08,0.031,0.01508,0.13971515484925184,0.5694124996060266
0.08566666666666667,0.16008928,1.5,0.08,0.042,0.01508,0.1342232478384499,0.6382401562043442
0.07044444444444445,0.15469441,1.5,0.08,0.059000000000000004,0.01508,0.12593905638984132,0.5593534401781236
0.09560052014840872,0.1029375,1.6710526315789473,0.05905511811023622,0.0,0.00915,0.09674698779847946,0.9881498362258184
0.0873244686155611,0.08407064634146341,1.6710526315789473,0.05905511811023622,0.08900000000000001,0.00915,0.0669384777588317,1.3045481692932541
0.08302166796888152,0.07432924390243903,1.6710526315789473,0.05905511811023622,0.142,0.00915,0.05298132198862652,1.5669987998167307
0.0746399117958698,0.059626756097560976,1.6710526315789473,0.05905511811023622,0.222,0.00915,0.035341140878624645,2.1119836524862783
0.0662581556228581,0.0550584512195122,1.6710526315789473,0.05905511811023622,0.316,0.00915,0.025380840048049476,2.6105580231947467
0.08217603084756876,0.08259995121951219,1.6710526315789473,0.05905511811023622,0.09699999999999999,0.00915,0.06471341397693187,1.2698453967652166
0.08033552652471157,0.07212431707317074,1.6710526315789473,0.05905511811023622,0.154,0.00915,0.05007584918477779,1.604276868641345
0.07981322124390078,0.05852429268292683,1.6710526315789473,0.05905511811023622,0.228,0.00915,0.034179620143560165,2.3351114175251744
0.07073505802980798,0.056439878048780485,1.6710526315789473,0.05905511811023622,0.3,0.00915,0.0272182114289381,2.598813600022346
0.08183729581109493,0.07924890829694323,1.0,0.06666666666666667,0.0,0.006979999999999999,0.07556812022803418,1.0829605866090477
0.08151382823871907,0.07924890829694323,1.0,0.06666666666666667,0.0,0.006979999999999999,0.07556812022803418,1.0786801099821346
0.08995525088070075,0.08408477634961439,1.0,0.06666666666666667,0.054000000000000006,0.006979999999999999,0.07193093891497437,1.2505780160471967
0.08530895934494906,0.08408477634961439,1.0,0.06666666666666667,0.054000000000000006,0.006979999999999999,0.07193093891497437,1.1859842319837937
0.0815015557562983,0.07280196747967478,1.0,0.06666666666666667,0.142,0.006979999999999999,0.051914052276301685,1.569932459183177
0.07266887483689652,0.07280196747967478,1.0,0.06666666666666667,0.142,0.006979999999999999,0.051914052276301685,1.3997919956263793
0.06747533559760634,0.057205519650655026,1.0,0.06666666666666667,0.152,0.006979999999999999,0.040148674971568904,1.680636674694462
0.05828885654213165,0.057205519650655026,1.0,0.06666666666666667,0.152,0.006979999999999999,0.040148674971568904,1.4518251619364433
0.056455595380326566,0.04748801720430107,1.0,0.06666666666666667,0.214,0.006979999999999999,0.028836949922461656,1.957751965174105
0.06034249303066507,0.04748801720430107,1.0,0.06666666666666667,0.214,0.006979999999999999,0.028836949922461656,2.092540757358778
0.07779995564426702,0.06591502395209581,1.0,0.06666666666666667,0.215,0.006979999999999999,0.03965527669402153,1.9619067657645728
0.06928365491239742,0.06591502395209581,1.0,0.06666666666666667,0.215,0.006979999999999999,0.03965527669402153,1.747148442488177
0.034663480684986064,0.043196443010752684,1.0,0.06666666666666667,0.31,0.006979999999999999,0.02032081703311577,1.7058113671559962
0.04753484667463162,0.043196443010752684,1.0,0.06666666666666667,0.31,0.006979999999999999,0.02032081703311577,2.339219264519068
0.13002754820936638,0.16334710743801653,1.0,0.08,0.0,0.010049999999999998,0.14769230542872339,0.8803948711608266
0.11255994286297316,0.16334710743801653,1.0,0.08,0.0,0.010049999999999998,0.14769230542872339,0.7621246248153044
0.09200779727095516,0.13365240601503758,1.0,0.08,0.055,0.010049999999999998,0.11100678392367708,0.8288484182571697
0.09735449735449736,0.13365240601503758,1.0,0.08,0.055,0.010049999999999998,0.11100678392367708,0.877013943773325
0.1439153439153439,0.13934592436974785,1.0,0.08,0.08800000000000001,0.010049999999999998,0.10802930489637746,1.3321880026293662
0.0991804129059031,0.13934592436974785,1.0,0.08,0.08800000000000001,0.010049999999999998,0.10802930489637746,0.9180880410277351
0.07364128173116938,0.08423480898876404,1.0,0.08,0.201,0.010049999999999998,0.05209003975469896,1.4137305726384344
0.06505201831044527,0.08423480898876404,1.0,0.08,0.201,0.010049999999999998,0.05209003975469896,1.248837947077532
0.09948047595106418,0.09978149321266964,1.0,0.08,0.14,0.010049999999999998,0.07061550719472273,1.4087624645496932
0.07052119993296464,0.09978149321266964,1.0,0.08,0.14,0.010049999999999998,0.07061550719472273,0.9986644964328014
0.06383296047725578,0.07706124161073824,1.0,0.08,0.22899999999999998,0.010049999999999998,0.044587358263767744,1.4316380912193953
0.05428784489187173,0.07706124161073824,1.0,0.08,0.22899999999999998,0.010049999999999998,0.044587358263767744,1.2175613672987378
0.05297180469594263,0.08388684350132623,1.0,0.08,0.255,0.010049999999999998,0.04529769710335945,1.1694149610977471
0.06586108655074173,0.08388684350132623,1.0,0.08,0.255,0.010049999999999998,0.04529769710335945,1.4539610347179706
0.07518916766228594,0.07805591397849462,1.0,0.06666666666666667,0.0,0.006979999999999999,0.0744853329198924,1.0094493065252255
0.08519315013938669,0.07805591397849462,1.0,0.06666666666666667,0.0,0.006979999999999999,0.0744853329198924,1.1437573922239208
0.07613782937166022,0.07706996517412934,1.0,0.06666666666666667,0.08,0.006979999999999999,0.06274031366297542,1.2135391891830947
0.08527731711811314,0.07706996517412934,1.0,0.06666666666666667,0.08,0.006979999999999999,0.06274031366297542,1.3592108827539597
0.09162776221599751,0.08473759103641454,1.0,0.06666666666666667,0.091,0.006979999999999999,0.06714542598553035,1.364616589605717
0.08440709617180206,0.08473759103641454,1.0,0.06666666666666667,0.091,0.006979999999999999,0.06714542598553035,1.2570788692291797
0.08028387669106232,0.08858539520958082,1.0,0.06666666666666667,0.10099999999999999,0.006979999999999999,0.06859198984394253,1.1704555717616687
